T8	3	tests,second	accepted	1	worker-coder	gate-ok-attempt-1-durability-seams
T9	1	a11y	accepted	1	worker-coder	gate-ok-attempt-1-a11y-residue
T10	1	tests	accepted	1	worker-coder	gate-ok-attempt-1-dead-code-removed
T11	1	tests	accepted	1	worker-coder	gate-ok-attempt-1-doc-only-asymmetry
T12	2	tests,second	accepted	1	worker-coder	gate-ok-attempt-1-transfer-category-typing
T13	3	tests,second	accepted	1	worker-coder	gate-ok-attempt-1-oracle-pass-dual-lane
T14	2	tests,second	accepted	2	worker-coder	gate-ok-attempt-2-judges-overrule-3-0-swap-gap-followup
T15	2	tests,second	accepted	2	worker-coder	gate-ok-attempt-2-real-dollars-and-css-fixed
T16	2	tests,second	accepted	1	worker-coder	gate-ok-attempt-1-dual-lane-pass
T17	2	tests,second	accepted	1	worker-coder	gate-ok-attempt-1-dual-lane-pass
T18	3	tests,a11y,second	accepted	3	worker-coder	gate-ok-attempt-3-dormant-redesign-dual-lane-pass
T12F	2	tests,second	accepted	2	worker-coder	gate-ok-tier2-attempt-2-hash-pinning-after-attempt1-dual-lane-fail
V1	3	tests,second	accepted	1	worker-coder	gate-ok-attempt-1-oracle-pass-dual-lane
V2	2	tests,second	accepted	1	worker-coder	gate-ok-attempt-1-dual-lane-pass
V3	1	tests	accepted	1	worker-coder	gate-ok-attempt-1-tier1-tests
W1	3	tests,a11y,second	accepted	3	worker-coder	gate-ok-tier3-attempt-3-oracle-pass-tri-lane
W2	3	tests,a11y,second	accepted	4	worker-coder	gate-ok-tier3-attempt-4-locale-pin-tri-lane
W3	1	tests,a11y	accepted	2	worker-coder	gate-ok-attempt-2-after-aria-label-fix
W4	3	tests,a11y,second	accepted	4	worker-coder	gate-ok-tier3-attempt-4-judges-overrule-3-0
X1	2	tests,second	accepted	2	worker-coder	gate-ok-attempt-2-judges-overrule-3-0-comment-fix-to-lead
X2	2	tests,second	accepted	2	worker-coder	gate-ok-attempt-2-dual-lane-pass-seed-guard-fixed
X3	2	tests,second	accepted	1	worker-coder	gate-ok-attempt-1-dual-lane-pass
X4	1	tests	accepted	2	worker-coder	gate-ok-attempt-2-content-shape-fallback
X5	3	tests,second	accepted	2	worker-coder	gate-ok-attempt-2-oracle-pass-dual-lane-after-resurrect-fix
X6	1	tests	accepted	1	worker-coder	gate-ok-attempt-1-both-contract-sides-pinned
X7	2	tests,second	accepted	1	worker-coder	gate-ok-attempt-1-dual-lane-pass
X8	1	a11y	accepted	3	worker-coder	gate-ok-attempt-3-grep-complete-dark-sweep
Y1	2	tests,a11y,second	accepted	1	worker-coder	gate-ok-attempt-1-tri-lane-pass
Z1	2	tests,second	accepted	1	worker-coder	gate-ok-attempt-1-two-lane-pass
Z2	2	tests,second	accepted	2	worker-coder	gate-ok-attempt-2-two-lane-pass
Z3	1	tests	accepted	1	worker-coder	gate-ok-attempt-1
Z4	1	tests	accepted	1	worker-coder	gate-ok-attempt-1
Z5	2	tests,second	accepted	2	worker-coder	gate-ok-attempt-2-two-lane-pass
Z6	1	a11y,tests	accepted	1	worker-coder	gate-ok-attempt-1
Z7	2	tests,second	accepted	1	worker-coder	gate-ok-attempt-1-two-lane-pass
HC1	3	tests,second	accepted	3	worker-coder	gate-ok-tier3-attempt-3-dual-lane-pass-10-mutation-matrix
SY1	3	tests,second	accepted	2	worker-coder	gate-ok-tier3-attempt-2-oracle-pass-dual-lane
SY2	2	tests,a11y,second	accepted	1	worker-coder	gate-ok-attempt-1-tri-lane-pass
SY4	2	tests,second	accepted	4	worker-coder	gate-ok-attempt-4-dual-lane-pass-chart-walk-merge-then-abs
SY3	1	tests	accepted	1	worker-coder	gate-ok-attempt-1-nil-merge-mutation-killed
